,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Average House Price 2020/2021,County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1924,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Quincy,60.9386463158901,3.0469323157945047,144740.9583333333,Branch County,4.5,28.5,0.0176579925650557,0.0027881040892193,0.020446096654275,Michigan,Branch County,43543.0,22517.0,21026.0,32719.0,18861.0,4.11,92.16,1.68,0.24,0.52,0.03,48515.67,23953.0,15.02,22.25,23.42,18.03,22.51,10.12,25.95,84.03,8.56,0.33,1.28,1.36,4.46,22.53,82.32,10.73,6.78,0.18,4.58
1925,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Reese,27.729313550385914,1.3864656775192956,146370.20833333334,Tuscola County,1.5,8.0,0.0058975376204424,0.0011053807150737,0.0070029183355161,Michigan,Tuscola County,53569.0,26889.0,26680.0,41992.0,22987.0,3.34,93.64,1.12,0.26,0.31,0.0,46184.92,23775.92,15.92,23.82,26.25,19.85,21.15,13.69,19.02,80.05,13.47,0.1,2.13,1.08,3.18,29.15,81.15,10.82,7.79,0.22,7.25
1926,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Richland,70.35869003339073,3.5179345016695365,280756.75,Kalamazoo County,0.0,9.0,0.0106073078724683,0.0,0.0106073078724683,Michigan,Kalamazoo County,259830.0,127247.0,132583.0,196596.0,128938.0,5.13,75.98,12.34,0.19,2.14,0.01,53297.63,28354.56,18.75,21.75,37.35,19.32,22.62,6.26,14.45,81.5,7.62,1.75,3.22,1.81,4.09,20.05,83.22,10.71,5.91,0.15,7.35
1927,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Richmond,26.03049505562105,1.3015247527810525,230884.0,Macomb County,18.0,29.0,0.0049691857584381,0.0030842942803341,0.0080534800387722,Michigan,Macomb County,864019.0,420439.0,443580.0,645252.0,414453.0,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37
1928,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,River Rouge,40.64062480614384,2.032031240307192,51297.125,Wayne County,34.5,57.0,0.0077383512512239,0.0046840926633066,0.0124224439145305,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1929,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Riverview,20.426956180686386,1.0213478090343193,192161.83333333334,Wayne County,19.5,78.5,0.0065694022780492,0.0016324414277507,0.0082018437057999,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1930,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Rochester,27.439561382991723,1.3719780691495862,384577.3333333334,Oakland County,8.5,36.5,0.0027419709612108,0.0006389533953211,0.003380924356532,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1931,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Rochester Hills,38.02362126621474,1.9011810633107369,360166.9583333333,Oakland County,48.0,370.5,0.0049636431528696,0.0006427085656106,0.0056063517184802,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1932,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Rockford,65.37242302730013,3.2686211513650063,318746.7083333334,Kent County,10.5,58.0,0.0089635444019162,0.0016228510732307,0.010586395475147,Michigan,Kent County,636376.0,313134.0,323242.0,450147.0,321583.0,11.3,72.49,10.25,0.27,2.6,0.02,58986.54,28651.24,14.94,18.24,34.82,16.83,23.09,7.65,17.62,79.35,10.06,2.58,2.35,1.61,4.06,21.08,88.22,7.0,4.65,0.12,5.81
1933,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Rockwood,4.462238071370093,0.22311190356850466,170770.91666666666,Wayne County,1.5,14.0,0.0044582086075862,0.000476947535771,0.0049351561433572,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1934,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Romeo,32.44636123641745,1.6223180618208726,334202.9583333334,Macomb County,3.5,12.5,0.0034831947437592,0.0009747631993858,0.0044579579431451,Michigan,Macomb County,864019.0,420439.0,443580.0,645252.0,414453.0,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37
1935,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Romulus,4.737390304107701,0.23686951520538507,146795.5416666667,Wayne County,230.0,563.5,0.0239716794368184,0.0097822206389751,0.0337539000757936,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1936,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Roosevelt Park,38.46958645015026,1.923479322507513,170403.91666666666,Muskegon County,8.5,237.5,0.0627241205542051,0.0022422253217326,0.0649663458759377,Michigan,Muskegon County,172707.0,85918.0,86789.0,130661.0,73192.0,5.68,73.18,16.6,0.48,0.44,0.0,45929.33,22551.26,20.31,27.63,26.95,20.55,21.08,8.25,23.16,81.84,11.98,0.66,1.3,1.13,3.1,21.03,84.71,10.44,4.74,0.1,9.96
1937,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Roseville,20.517570300278543,1.0258785150139271,125547.75,Macomb County,236.0,1165.5,0.0249508702353313,0.0050538783944587,0.0300047486297901,Michigan,Macomb County,864019.0,420439.0,443580.0,645252.0,414453.0,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37
1938,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Royal Oak,56.30040576832667,2.8150202884163336,275809.75,Oakland County,51.0,402.0,0.0067769076886585,0.0008602022056839,0.0076371098943424,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1939,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Saginaw,-0.1251393936063206,-0.0062569696803160295,87404.16666666667,Saginaw County,1054.5,728.5,0.0152977464288044,0.022144244168667,0.0374419905974714,Michigan,Saginaw County,193803.0,94017.0,99786.0,149219.0,82297.0,8.85,65.51,21.96,0.21,0.96,0.01,44524.84,23699.05,20.56,25.39,27.09,24.46,23.49,8.29,16.68,82.04,9.69,0.87,2.3,1.13,3.98,21.47,85.06,10.91,3.87,0.16,9.76
1940,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Saline,44.75934484924601,2.2379672424623007,382564.1666666666,Washtenaw County,10.0,61.5,0.0065417837761997,0.0010637166379267,0.0076055004141264,Michigan,Washtenaw County,361509.0,178949.0,182560.0,269886.0,183919.0,4.64,69.18,13.3,0.18,8.32,0.03,71516.75,37016.58,16.36,12.2,51.12,16.43,18.64,4.57,9.23,71.31,8.1,5.43,6.71,2.35,6.11,23.47,77.39,17.96,4.48,0.18,5.63
1941,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Schoolcraft,35.73310289726685,1.7866551448633428,264743.625,Kalamazoo County,3.5,21.5,0.013855191597127,0.0022539128990741,0.0161091044962012,Michigan,Kalamazoo County,259830.0,127247.0,132583.0,196596.0,128938.0,5.13,75.98,12.34,0.19,2.14,0.01,53297.63,28354.56,18.75,21.75,37.35,19.32,22.62,6.26,14.45,81.5,7.62,1.75,3.22,1.81,4.09,20.05,83.22,10.71,5.91,0.15,7.35
1942,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Scottville,24.415657880920875,1.2207828940460437,124738.50757575758,Mason County,1.5,5.0,0.0041315512134083,0.0012393287612381,0.0053708799746465,Michigan,Mason County,28800.0,14284.0,14516.0,22610.0,12418.0,4.41,91.65,0.95,0.78,0.45,0.0,46815.25,26489.0,16.0,28.08,29.89,19.91,23.59,9.55,17.09,80.99,10.61,0.28,2.58,1.08,4.5,18.56,77.84,14.69,6.66,0.81,7.55
1943,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Shelby,-6.481028594610688,-0.3240514297305344,230755.75,Macomb County,8.5,30.0,0.0148034209879385,0.0041998997155355,0.019003320703474,Michigan,Macomb County,864019.0,420439.0,443580.0,645252.0,414453.0,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37
1944,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Shelby,-6.481028594610688,-0.3240514297305344,230755.75,Oceana County,8.5,30.0,0.0148034209879385,0.0041998997155355,0.019003320703474,Michigan,Oceana County,26317.0,13323.0,12994.0,19131.0,10693.0,13.1,83.61,1.26,0.66,0.17,0.0,45172.86,23354.14,17.57,24.34,26.66,18.79,17.67,15.97,20.89,78.1,11.17,0.94,3.67,1.17,4.94,22.17,79.49,12.49,7.91,0.13,7.3
1945,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Shepherd,48.32565057135731,2.4162825285678653,143010.45833333334,Isabella County,0.0,11.0,0.0074006245833695,0.0,0.0074006245833695,Michigan,Isabella County,70572.0,34338.0,36234.0,56770.0,33890.0,3.85,86.36,2.39,2.29,1.64,0.0,43232.8,22443.47,28.5,25.62,31.19,25.09,23.28,8.17,12.31,77.71,7.95,1.11,6.32,2.06,4.87,18.28,77.87,16.57,5.13,0.44,8.08
1946,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,South Haven,76.0067186606025,3.800335933030125,263394.0,Van Buren County,27.0,217.5,0.0502190035578079,0.0062343226087179,0.0564533261665258,Michigan,Van Buren County,75190.0,37397.0,37793.0,55052.0,33499.0,11.94,79.53,4.31,0.39,0.68,0.05,48672.4,26182.87,16.3,23.89,28.18,19.79,21.4,11.79,18.85,81.23,10.29,0.39,3.21,1.0,3.85,24.11,82.5,10.89,6.47,0.12,6.71
1947,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,South Lyon,42.032703782490145,2.101635189124507,383411.0416666667,Oakland County,10.0,40.5,0.0034069942744432,0.0008414186131154,0.0042484128875587,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1948,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Southfield,18.383397978233468,0.9191698989116734,207716.20833333334,Oakland County,326.5,1415.0,0.0195220329203887,0.0045053258150712,0.02402735873546,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1949,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Southgate,17.840886511967945,0.8920443255983972,147668.2916666667,Wayne County,94.0,544.5,0.0188037162922963,0.0032459225101676,0.022049638802464,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1950,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Sparta,57.840081376603436,2.892004068830172,235262.2083333333,Kent County,4.0,47.5,0.0107180515170542,0.0009023242176298,0.0116203757346841,Michigan,Kent County,636376.0,313134.0,323242.0,450147.0,321583.0,11.3,72.49,10.25,0.27,2.6,0.02,58986.54,28651.24,14.94,18.24,34.82,16.83,23.09,7.65,17.62,79.35,10.06,2.58,2.35,1.61,4.06,21.08,88.22,7.0,4.65,0.12,5.81
1951,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Stanton,45.398229998463776,2.2699114999231886,147808.91666666666,Montcalm County,0.0,2.5,0.0017578408007979,0.0,0.0017578408007979,Michigan,Montcalm County,62956.0,32441.0,30515.0,48157.0,25787.0,3.45,92.42,1.56,0.56,0.45,0.05,43921.08,21593.85,17.68,25.16,24.58,16.5,22.76,12.86,23.29,81.82,10.39,0.39,2.05,1.24,4.09,29.74,81.73,11.12,6.88,0.26,7.09
1952,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Sterling Heights,33.93995886861996,1.696997943430998,237821.7083333333,Macomb County,236.5,1127.5,0.0085202814637713,0.0017873267796258,0.0103076082433971,Michigan,Macomb County,864019.0,420439.0,443580.0,645252.0,414453.0,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37
1953,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Stockbridge,34.26469161225544,1.713234580612772,220926.42424242425,Ingham County,4.5,9.5,0.0076106965166143,0.0035978013186694,0.0112084978352838,Michigan,Ingham County,286185.0,139183.0,147002.0,213651.0,137687.0,8.17,68.78,10.95,0.66,6.37,0.03,50465.57,25774.13,22.1,23.82,39.6,20.48,22.77,5.38,11.76,72.48,9.02,4.59,7.03,2.92,3.97,19.62,74.95,20.34,4.5,0.2,8.72
1954,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Sylvan Lake,42.13729073803007,2.1068645369015035,290629.0833333333,Oakland County,2.0,15.5,0.008344885451627,0.0010761710199912,0.0094210564716182,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1955,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Tawas City,33.74753862007906,1.687376931003953,127451.75,Iosco County,5.0,44.0,0.0247608328643781,0.0028137310073157,0.0275745638716938,Michigan,Iosco County,25317.0,12570.0,12747.0,20797.0,8924.0,2.08,94.36,0.6,0.76,0.5,0.07,41011.56,23837.56,17.11,28.51,22.5,19.39,22.84,14.9,20.37,80.0,11.61,0.11,3.21,1.22,3.88,23.37,78.23,11.47,9.91,0.4,9.99
1956,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Taylor,17.247107481611344,0.8623553740805672,131041.875,Wayne County,347.5,1160.0,0.0191700768297463,0.0057408555931544,0.0249109324229008,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1957,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Tecumseh,31.95737229542297,1.5978686147711485,194611.5416666667,Lenawee County,10.5,41.0,0.0048921549989116,0.001252992767694,0.0061451477666056,Michigan,Lenawee County,98585.0,49929.0,48656.0,76189.0,44355.0,8.0,87.32,1.91,0.33,0.23,0.06,51132.3,25580.57,14.54,20.47,27.44,18.45,23.3,10.17,20.63,82.95,9.67,0.39,2.7,1.14,3.16,26.86,83.03,11.42,5.4,0.16,6.2
1958,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Three Oaks,55.043871162815115,2.752193558140756,242948.7083333333,Berrien County,7.5,31.5,0.0205182366170236,0.0048821821043102,0.0254004187213338,Michigan,Berrien County,154948.0,75835.0,79113.0,115590.0,70439.0,5.44,73.22,16.65,0.31,1.65,0.03,48820.96,26753.98,18.42,24.43,31.48,19.09,22.6,9.46,17.39,81.8,9.27,0.78,2.36,1.79,4.01,19.29,85.04,8.96,5.82,0.17,8.09
1959,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Traverse City,97.23384859270675,4.861692429635338,318444.375,Grand Traverse County,74.0,200.0,0.0126199614403256,0.0046691787792781,0.0172891402196037,Michigan,Grand Traverse County,91222.0,44860.0,46362.0,71300.0,45390.0,2.55,92.71,1.06,0.91,0.73,0.06,60704.44,33270.31,9.38,10.66,38.38,17.82,25.64,7.4,10.74,79.51,8.74,1.02,2.83,2.12,5.78,20.13,83.24,8.48,8.01,0.28,5.12
1960,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Trenton,15.510717678738562,0.7755358839369281,184660.58333333334,Wayne County,18.0,96.5,0.005352858712535,0.0009981241343304,0.0063509828468655,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1961,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Troy,34.900333080635704,1.7450166540317853,353950.7083333333,Oakland County,92.0,801.5,0.0095281238325007,0.0010936011918095,0.0106217250243102,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1962,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Union City,19.092352232778232,0.9546176116389116,109919.04166666666,Branch County,2.0,30.0,0.0192184497117232,0.0012812299807815,0.0204996796925048,Michigan,Branch County,43543.0,22517.0,21026.0,32719.0,18861.0,4.11,92.16,1.68,0.24,0.52,0.03,48515.67,23953.0,15.02,22.25,23.42,18.03,22.51,10.12,25.95,84.03,8.56,0.33,1.28,1.36,4.46,22.53,82.32,10.73,6.78,0.18,4.58
1963,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Utica,37.9201404070114,1.8960070203505701,206183.29166666666,Macomb County,10.5,174.0,0.0339712072962277,0.0020539093246614,0.0360251166208891,Michigan,Macomb County,864019.0,420439.0,443580.0,645252.0,414453.0,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37
1964,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Vicksburg,28.607672110033295,1.4303836055016648,213575.83333333334,Kalamazoo County,5.5,59.0,0.0163632653683033,0.0015198148369567,0.01788308020526,Michigan,Kalamazoo County,259830.0,127247.0,132583.0,196596.0,128938.0,5.13,75.98,12.34,0.19,2.14,0.01,53297.63,28354.56,18.75,21.75,37.35,19.32,22.62,6.26,14.45,81.5,7.62,1.75,3.22,1.81,4.09,20.05,83.22,10.71,5.91,0.15,7.35
1965,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Walker,66.74000600222885,3.3370003001114426,249550.75,Kent County,43.0,574.0,0.0227306729077297,0.0017059998976411,0.0244366728053708,Michigan,Kent County,636376.0,313134.0,323242.0,450147.0,321583.0,11.3,72.49,10.25,0.27,2.6,0.02,58986.54,28651.24,14.94,18.24,34.82,16.83,23.09,7.65,17.62,79.35,10.06,2.58,2.35,1.61,4.06,21.08,88.22,7.0,4.65,0.12,5.81
1966,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Walled Lake,25.937963354433037,1.2968981677216518,192279.20833333334,Oakland County,4.5,39.5,0.0055490505231709,0.0006318549810275,0.0061809055041984,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1967,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Warren,32.94231322135875,1.6471156610679376,152856.9583333333,Macomb County,694.0,2039.0,0.0152950088121373,0.0052054466885311,0.0205004555006684,Michigan,Macomb County,864019.0,420439.0,443580.0,645252.0,414453.0,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37
1968,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Watervliet,10.520695658892059,0.5260347829446029,149217.125,Berrien County,4.0,18.0,0.0110183064688206,0.0024540125768144,0.0134723190456351,Michigan,Berrien County,154948.0,75835.0,79113.0,115590.0,70439.0,5.44,73.22,16.65,0.31,1.65,0.03,48820.96,26753.98,18.42,24.43,31.48,19.09,22.6,9.46,17.39,81.8,9.27,0.78,2.36,1.79,4.01,19.29,85.04,8.96,5.82,0.17,8.09
1969,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Wayland,50.97827663741206,2.548913831870603,239903.7083333333,Allegan County,10.5,41.0,0.0096512313901007,0.0024725046713769,0.0121237360614777,Michigan,Allegan County,114145.0,56997.0,57148.0,84358.0,54028.0,9.32,86.41,1.29,0.55,0.62,0.0,58842.12,27636.42,11.25,15.96,30.7,14.39,19.88,12.16,22.87,85.45,7.84,0.32,1.55,0.7,4.14,23.45,85.99,7.75,6.1,0.18,3.75
1970,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Wayne,13.427446439115851,0.6713723219557926,125254.0,Wayne County,127.0,241.0,0.0144576227399994,0.0076203188708374,0.0220779416108368,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1971,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Westland,28.652758837031932,1.4326379418515967,162571.75,Wayne County,339.0,960.5,0.0118545747774779,0.0041833988876754,0.0160379736651534,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1972,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,White Cloud,28.769803226669644,1.4384901613334822,119700.48333333334,Newaygo County,2.0,7.0,0.005057288576007,0.0014450889717857,0.0065023775477927,Michigan,Newaygo County,47899.0,24036.0,23863.0,36306.0,19256.0,5.65,90.77,1.26,0.65,0.32,0.0,45399.73,22677.91,18.11,25.54,25.52,17.28,20.94,14.56,21.71,78.68,13.34,0.25,1.96,2.25,3.51,28.47,80.94,11.92,6.81,0.33,7.95
1973,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Whitehall,50.59503111850228,2.529751555925114,229505.5,Muskegon County,5.5,27.0,0.0094245727841883,0.0019164268259968,0.0113409996101851,Michigan,Muskegon County,172707.0,85918.0,86789.0,130661.0,73192.0,5.68,73.18,16.6,0.48,0.44,0.0,45929.33,22551.26,20.31,27.63,26.95,20.55,21.08,8.25,23.16,81.84,11.98,0.66,1.3,1.13,3.1,21.03,84.71,10.44,4.74,0.1,9.96
1974,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Wixom,29.60529641459237,1.4802648207296185,304892.625,Oakland County,27.0,196.5,0.0139074418815552,0.0019104676456433,0.0158179095271986,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1975,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Wolverine Lake,34.863939668670476,1.7431969834335237,242190.125,Oakland County,3.5,10.0,0.0020763732841237,0.0007289639127118,0.0028053371968355,Michigan,Oakland County,1241860.0,605231.0,636629.0,907645.0,629551.0,3.83,72.57,14.54,0.2,6.2,0.02,80372.67,41112.98,9.3,11.4,48.36,14.26,22.79,5.18,9.42,85.66,7.32,0.53,1.18,0.8,4.5,26.54,86.72,8.24,4.87,0.17,5.59
1976,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Woodhaven,20.588285063775636,1.0294142531887818,204945.7916666667,Wayne County,14.5,143.5,0.0115659305689105,0.0011694742241412,0.0127354047930518,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
1977,MI,65943.5,18.801685403080583,0.5222690389744606,9.87,Wyandotte,0.8721412040717021,0.04360706020358511,144911.9166666667,Wayne County,86.0,278.0,0.01130081300813,0.0034959349593495,0.0147967479674796,Michigan,Wayne County,1763822.0,848339.0,915483.0,1279502.0,722115.0,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04
